T,w,int
50,-3.3999999999999995,0.011477877325424535
50,-3.3,0.0016060853620302696
50,-3.1999999999999993,-0.010211130613880605
50,-3.0999999999999996,0.0012725248603124018
50,-3,0.002726237023478479
50,-2.8999999999999995,0.02595851930219098
50,-2.8,0.03536177304081781
50,-2.6999999999999993,0.01822412260342598
50,-2.5999999999999996,0.010731824704108491
50,-2.5,0.015578361692949155
50,-2.3999999999999995,0.027941519129267425
50,-2.3,0.04567344973106078
50,-2.1999999999999993,0.040690700413123934
50,-2.0999999999999996,0.06993346016743918
50,-2,0.07731522468314103
50,-1.9000000000000004,0.10518531673842446
50,-1.799999999999999,0.10953850092889093
50,-1.6999999999999993,0.1280702237917794
50,-1.5999999999999996,0.13921928625285754
50,-1.5,0.15259441185756556
50,-1.4000000000000004,0.18310976693999712
50,-1.299999999999999,0.1673150274781901
50,-1.1999999999999993,0.20809976390966062
50,-1.0999999999999996,0.21333557856926433
50,-1,0.22934854159926346
50,-0.9000000000000004,0.2570165721475006
50,-0.7999999999999989,0.2783559447261806
50,-0.6999999999999993,0.27697460587958017
50,-0.5999999999999996,0.3084347212989813
50,-0.5,0.30868941476876666
50,-0.3999999999999986,0.31713083182667545
50,-0.29999999999999893,0.32615450844553573
50,-0.1999999999999993,0.35099847379022436
50,-0.09999999999999964,0.3388222967744841
50,0,0.33582326494826303
50,0.10000000000000142,0.3331790380743367
50,0.20000000000000107,0.35251523126729917
50,0.3000000000000007,0.3417383582555995
50,0.40000000000000036,0.34191449379754396
50,0.5,0.3292637620058917
50,0.6000000000000014,0.3136834591929797
50,0.7000000000000011,0.2827566630941083
50,0.8000000000000007,0.289407813569095
50,0.9000000000000004,0.23804853735108383
50,1,0.22274034651791028
50,1.1000000000000014,0.22616862996207254
50,1.200000000000001,0.20403422292725001
50,1.3000000000000007,0.1916171479477003
50,1.4000000000000004,0.1671641389432991
50,1.5,0.13728467714986733
50,1.6000000000000014,0.14256864059448343
50,1.700000000000001,0.09859182401958211
50,1.8000000000000007,0.09863169272021649
50,1.9000000000000004,0.10464121708901004
50,2,0.07224057261296146
50,2.1000000000000014,0.07139325391391041
50,2.200000000000001,0.06409616133330862
50,2.3000000000000007,0.037508958208003526
50,2.4000000000000004,0.0487782176632345
50,2.5,0.03355444077320299
50,2.6000000000000014,0.016914359566418083
50,2.700000000000001,0.020715604429135254
50,2.8000000000000007,-9.567072477920727e-4
50,2.9000000000000004,0.0054090502707974265
50,3,-0.007003475107023385
50,3.1000000000000014,0.024706078157385007
50,3.200000000000001,0.010455821416852595
50,3.3000000000000007,0.02215936123964011
50,3.4000000000000004,-0.00539323382540646
50,3.5,-0.0010244794640171641
50,3.6000000000000014,0.013889496646634577
50,3.700000000000001,0.01609561053133338
50,3.8000000000000007,0.008167731828886306
50,3.9000000000000004,0.01884497962548213
50,4,0.018540320412157703
50,4.100000000000001,0.006405687137895216
50,4.200000000000001,0.012758903381886481
50,4.300000000000001,0.017481125393846355
50,4.4,0.0037585380154807712
50,4.5,0.005376975434944392
50,4.600000000000001,-0.017984792630927577
50,4.700000000000001,6.937088134181553e-4
50,4.800000000000001,0.0020176051257936103
50,4.9,0.0029528894569778737
50,5,0.010090810306706922
50,5.100000000000001,-9.904732765143112e-4
50,5.200000000000001,0.013243620886299995
50,5.300000000000001,-0.019957724835468437
50,5.4,-0.011817806424931878
50,5.5,-0.0018084927317533954
50,5.600000000000001,-0.018933385374044917
50,5.700000000000001,0.01880604435151138
50,5.800000000000001,-0.009291860742540743
50,5.9,0.01039560758895468
50,6,0.01692109533346
50,6.100000000000001,-0.019203644381671558
50,6.199999999999999,-0.0028643192401409828
50,6.300000000000001,0.01223051522483258
50,6.400000000000002,-0.017839277657130462
50,6.5,-3.821058704281257e-4
50,6.600000000000001,0.014586196533954975
50,6.699999999999999,-0.005700070972398754
50,6.800000000000001,0.013746260064035619
50,6.900000000000002,0.016184982599817994
50,7,0.01821447839045682
50,7.100000000000001,0.0034793060146073363
50,7.199999999999999,-0.014937564351883365
50,7.300000000000001,0.00623799526611458
50,7.400000000000002,-0.0092881970611853
50,7.5,0.005805479013965492
50,7.600000000000001,0.01088914329852243
50,7.699999999999999,0.01824356067779125
50,7.800000000000001,0.009455995742885411
50,7.900000000000002,-0.00584858244786904
50,8,0.011068246483740827
50,8.100000000000001,-0.0061916061544094025
50,8.2,-0.0014275660903325354
50,8.3,3.448494441927303e-4
50,8.400000000000002,0.009491075194104257
50,8.5,-0.014850598936589698
50,8.600000000000001,0.0014288101533176773
50,8.7,-0.013083165120250506
50,8.8,0.006149956584019092
50,8.900000000000002,6.957191508477919e-4
50,9,-0.0046878575254123795
50,9.100000000000001,0.01076802402735295
50,9.200000000000003,-0.015267872046676593
50,9.3,0.005963821485639927
50,9.400000000000002,0.003302223384380979
50,9.5,0.01974757133051784
50,9.600000000000001,0.015885895220562968
50,9.700000000000003,0.017406942527741266
50,9.8,0.004604584462940728
50,9.900000000000002,-0.01906363659538327
50,10,-0.0067154822684824395
60,-10,0.01480456677265465
60,-9.9,-0.010163781829178332
60,-9.8,-9.95437214151021e-4
60,-9.7,0.01447506844066084
60,-9.6,-0.016975373765453675
60,-9.5,0.003630830096080942
60,-9.4,-0.005314371651038432
60,-9.3,-0.013600633405148782
60,-9.2,-0.009383505135774186
60,-9.1,-0.0071355272084465595
60,-9,-0.004971729908136643
60,-8.9,-0.001961890887465185
60,-8.8,-0.015896699130527187
60,-8.7,-0.005224954336865482
60,-8.6,-0.015231052618441154
60,-8.5,-0.004126442028144262
60,-8.4,-0.006797942621503703
60,-8.3,-0.011218398492527768
60,-8.2,-0.0053997673741204705
60,-8.1,0.007741965261324635
60,-8,4.929325655087469e-4
60,-7.9,-9.593101555377456e-4
60,-7.8,0.0115980703543962
60,-7.699999999999999,-0.0060550512619982734
60,-7.6,-0.016158235515300323
60,-7.5,-6.377179767126966e-4
60,-7.4,0.011637424691701101
60,-7.3,0.0026333654249404946
60,-7.199999999999999,0.006976059841563607
60,-7.1,-0.004849235845790343
60,-7,0.008101885246770059
60,-6.9,0.009541951904208493
60,-6.8,-0.005745758081590941
60,-6.699999999999999,-0.014907706106405358
60,-6.6,-0.013654338980566979
60,-6.5,0.006524176710629213
60,-6.4,0.0188008427061022
60,-6.3,0.005618286884556174
60,-6.199999999999999,-0.015981726368787724
60,-6.1,-0.014910285081449006
60,-6,0.01088563605208064
60,-5.8999999999999995,-0.012484650266591912
60,-5.8,0.013995636994508601
60,-5.7,0.015201136021306003
60,-5.6,-0.011087477408439282
60,-5.5,-0.016641047702488074
60,-5.3999999999999995,0.009454839551995936
60,-5.3,0.019731071722452868
60,-5.199999999999999,-0.0069357357734054015
60,-5.1,-0.008917469922436284
60,-5,-0.007008377062168895
60,-4.8999999999999995,0.009717769291685972
60,-4.8,-0.00976743332918528
60,-4.699999999999999,-0.014943253017102014
60,-4.6,0.00467873810386379
60,-4.5,-0.004088488242947666
60,-4.3999999999999995,-0.006752334812034059
60,-4.3,0.01509469733041146
60,-4.199999999999999,0.0036133128598891803
60,-4.1,0.017304839604439307
60,-4,-0.012907352608262092
60,-3.8999999999999995,-0.006392907189210985
60,-3.8,-0.01128604258851266
60,-3.6999999999999993,0.014355993333949447
60,-3.5999999999999996,0.007160578578640965
60,-3.5,-0.00787262585520217
60,-3.3999999999999995,0.011820319962984837
60,-3.3,0.02136959963694072
60,-3.1999999999999993,-0.012643572347718571
60,-3.0999999999999996,0.006730584514903603
60,-3,0.013145038459242553
60,-2.8999999999999995,0.010379078976496422
60,-2.8,0.02103721567882646
60,-2.6999999999999993,0.015930715049372927
60,-2.5999999999999996,0.02619105364702972
60,-2.5,0.0373103802794685
60,-2.3999999999999995,0.052724753227610235
60,-2.3,0.022967177696343072
60,-2.1999999999999993,0.04679336319290704
60,-2.0999999999999996,0.05931733279555392
60,-2,0.0782151824940538
60,-1.9000000000000004,0.08661033690249745
60,-1.799999999999999,0.08884941572638563
60,-1.6999999999999993,0.1228085920099008
60,-1.5999999999999996,0.12827574078340376
60,-1.5,0.13476979155700564
60,-1.4000000000000004,0.1435244008282107
60,-1.299999999999999,0.16552767665034687
60,-1.1999999999999993,0.1845738052943236
60,-1.0999999999999996,0.22741430583875563
60,-1,0.25550228889772825
60,-0.9000000000000004,0.24417719638055235
60,-0.7999999999999989,0.28871976700972585
60,-0.6999999999999993,0.2876248540956961
60,-0.5999999999999996,0.304306374089257
60,-0.5,0.31885448977581826
60,-0.3999999999999986,0.32263063786659796
60,-0.29999999999999893,0.3456246538481683
60,-0.1999999999999993,0.3541626261380359
60,-0.09999999999999964,0.3459710022510229
60,0,0.37920803784974516
60,0.10000000000000142,0.37533890537742653
60,0.20000000000000107,0.3641755676288946
60,0.3000000000000007,0.3502818688119768
60,0.40000000000000036,0.3395129119522535
60,0.5,0.30796812545738783
60,0.6000000000000014,0.3243336515309521
60,0.7000000000000011,0.29989087464701975
60,0.8000000000000007,0.2898151619954758
60,0.9000000000000004,0.2506521647990313
60,1,0.2206874112945252
60,1.1000000000000014,0.21503183801192693
60,1.200000000000001,0.21169187442338788
60,1.3000000000000007,0.18821458894668638
60,1.4000000000000004,0.17068166040237068
60,1.5,0.14106877308946011
60,1.6000000000000014,0.1264622331724715
60,1.700000000000001,0.12979269168114513
60,1.8000000000000007,0.07855931387598006
60,1.9000000000000004,0.0647837020297927
60,2,0.0644215389393812
60,2.1000000000000014,0.0719501171826505
60,2.200000000000001,0.041813485273948216
60,2.3000000000000007,0.03598615385759943
60,2.4000000000000004,0.015826744288731404
60,2.5,0.022126872069584334
60,2.6000000000000014,0.023076844015571696
60,2.700000000000001,0.0017373099967258505
60,2.8000000000000007,0.03174337204067453
60,2.9000000000000004,0.011692060717999275
60,3,0.011239871021152705
60,3.1000000000000014,0.013212107972818167
60,3.200000000000001,0.011748368186396244
60,3.3000000000000007,-0.004897483659611593
60,3.4000000000000004,0.003152394273615389
60,3.5,-0.010777137536028715
60,3.6000000000000014,0.0018929288014073523
60,3.700000000000001,0.007098415100692503
60,3.8000000000000007,0.01738270494646275
60,3.9000000000000004,0.015425252545619274
60,4,-0.015412298545806198
60,4.100000000000001,-0.013189085553495123
60,4.200000000000001,0.019490408143829616
60,4.300000000000001,9.418628870359872e-4
60,4.4,-0.009197985480848837
60,4.5,-0.01962963449152669
60,4.600000000000001,0.018633554303702903
60,4.700000000000001,-0.011219618507732284
60,4.800000000000001,0.010848270497584906
60,4.9,0.01864026503122047
60,5,-0.01276916622185427
60,5.100000000000001,-0.018889948669804143
60,5.200000000000001,0.009638887541258367
60,5.300000000000001,-0.008502006036470304
60,5.4,-0.014612937340338287
60,5.5,-0.008480567739662302
60,5.600000000000001,-0.008120146501899126
60,5.700000000000001,0.014427996751283485
60,5.800000000000001,0.0045691201784885905
60,5.9,0.01613981443526923
60,6,0.017368026049771557
60,6.100000000000001,-0.01841094187434301
60,6.199999999999999,0.00674080679948346
60,6.300000000000001,-0.009978957076390627
60,6.400000000000002,0.0021589095611006656
60,6.5,-0.01733294221445049
60,6.600000000000001,-0.019920330068569903
60,6.699999999999999,0.01649016622794082
60,6.800000000000001,-0.01854735167025607
60,6.900000000000002,-0.003352712698145673
60,7,0.01570244702762512
60,7.100000000000001,-0.00865916470258041
60,7.199999999999999,0.014012861166720892
60,7.300000000000001,0.017509812092999125
60,7.400000000000002,0.012010937412390283
60,7.5,0.016889071843109022
60,7.600000000000001,-0.0020542585987785317
60,7.699999999999999,-0.012389104810051182
60,7.800000000000001,0.012168785107517342
60,7.900000000000002,0.01717641198431252
60,8,-0.01653411629423652
60,8.100000000000001,0.018498108704611056
60,8.2,-0.006748725864536878
60,8.3,0.01339928359750135
60,8.400000000000002,-0.015249496241901748
60,8.5,-0.010625266879731676
60,8.600000000000001,-0.015174398003113437
60,8.7,-0.005088859815134345
60,8.8,-0.015389977842561412
60,8.900000000000002,0.010380962081257397
60,9,0.016649708012120804
60,9.100000000000001,-0.015501466663553414
60,9.200000000000003,-0.01272901990450876
60,9.3,0.003810958592221341
60,9.400000000000002,-0.009226512769237067
60,9.5,-0.011617112215608315
60,9.600000000000001,-6.431888323277033e-4
60,9.700000000000003,0.013785867914557463
60,9.8,0.01628221246413887
60,9.900000000000002,-3.917941078543633e-4
60,10,0.007873155176639557
70,-10,-0.0038360278401523736
70,-9.9,-0.018652709536254385
70,-9.8,0.01858620788902049
70,-9.7,0.016495579462498525
70,-9.6,-0.0068750817887483
70,-9.5,0.009255910059437574
70,-9.4,-0.010917865270747878
70,-9.3,-0.019863066440446418
70,-9.2,-0.001589653724800989
70,-9.1,0.013555002631626666
70,-9,-0.007977299587786977
70,-8.9,0.006293355207918188
70,-8.8,-0.01451417489903159
70,-8.7,0.009967037281128095
70,-8.6,-0.0035578869839932893
70,-8.5,2.8140828984240537e-4
70,-8.4,-0.0044160151194715756
70,-8.3,0.017913878840882327
70,-8.2,-0.008638648704759654
70,-8.1,0.0030949001901895844
70,-8,0.012027782238838306
70,-7.9,-0.0042724992819495695
70,-7.8,-0.010957936725904388
70,-7.699999999999999,-0.015473502316600062
70,-7.6,-0.008683202745890215
70,-7.5,-0.004650952939506004
70,-7.4,-0.016397910378455158
70,-7.3,0.005716333201418721
70,-7.199999999999999,0.01892094321019472
70,-7.1,-0.01910539784377202
70,-7,0.01330890735685699
70,-6.9,0.0019192281513970278
70,-6.8,0.01930030266460106
70,-6.699999999999999,0.013556991503812605
70,-6.6,0.013265250069940403
70,-6.5,0.01837212451869733
70,-6.4,-6.085608781078356e-4
70,-6.3,-0.001529412689157342
70,-6.199999999999999,0.0037492367906752145
70,-6.1,-0.004748328882305501
70,-6,0.005312059548264198
70,-5.8999999999999995,0.0020966244546046426
70,-5.8,0.002062869170390084
70,-5.7,-0.004780470905224053
70,-5.6,0.009259574289025331
70,-5.5,0.014985343486638394
70,-5.3999999999999995,-0.013413704700018295
70,-5.3,0.014627161502032415
70,-5.199999999999999,-0.019125899715605816
70,-5.1,0.0061248010588742545
70,-5,-0.016732528595475245
70,-4.8999999999999995,-0.015673789759493253
70,-4.8,0.01977947101443881
70,-4.699999999999999,0.005492524437255675
70,-4.6,0.017497887149244867
70,-4.5,-0.0014140353586918225
70,-4.3999999999999995,-0.007739297182060013
70,-4.3,-0.0038141549220229247
70,-4.199999999999999,-0.014691255624828998
70,-4.1,-7.749004422531706e-4
70,-4,-0.00841040270237692
70,-3.8999999999999995,0.009789703093103428
70,-3.8,-0.00848283978935242
70,-3.6999999999999993,-0.005733021160217351
70,-3.5999999999999996,0.020981452661024958
70,-3.5,0.006656107060833742
70,-3.3999999999999995,-0.010587154855383491
70,-3.3,0.0222719007032963
70,-3.1999999999999993,-0.010949092732426025
70,-3.0999999999999996,0.020198644517760062
70,-3,0.0191081959958153
70,-2.8999999999999995,0.021950011420968488
70,-2.8,0.020969162024472222
70,-2.6999999999999993,0.010860257291842632
70,-2.5999999999999996,0.04027367536111395
70,-2.5,0.013311913484685894
70,-2.3999999999999995,0.044442245959344165
70,-2.3,0.03911713190984018
70,-2.1999999999999993,0.05384336966252179
70,-2.0999999999999996,0.047480960446724986
70,-2,0.061855982181501054
70,-1.9000000000000004,0.10045320708438026
70,-1.799999999999999,0.11116347305436657
70,-1.6999999999999993,0.10198095546019478
70,-1.5999999999999996,0.12567910075249453
70,-1.5,0.1602001428955198
70,-1.4000000000000004,0.14959894777142102
70,-1.299999999999999,0.17513726797205317
70,-1.1999999999999993,0.1931666145903216
70,-1.0999999999999996,0.2222696376257292
70,-1,0.25287781657487135
70,-0.9000000000000004,0.25176343797057743
70,-0.7999999999999989,0.28770250438314343
70,-0.6999999999999993,0.27217552927161826
70,-0.5999999999999996,0.3021606640663904
70,-0.5,0.3092280393573732
70,-0.3999999999999986,0.3199755718540693
70,-0.29999999999999893,0.35247537100559684
70,-0.1999999999999993,0.36200184344375474
70,-0.09999999999999964,0.3612252048039617
70,0,0.336110857094061
70,0.10000000000000142,0.3299977305633755
70,0.20000000000000107,0.3353946878767196
70,0.3000000000000007,0.3544376841267815
70,0.40000000000000036,0.3403219208009832
70,0.5,0.3289171545687408
70,0.6000000000000014,0.29121613632486854
70,0.7000000000000011,0.30850301544952435
70,0.8000000000000007,0.2533721376356894
70,0.9000000000000004,0.25824391387686013
70,1,0.24609027215115709
70,1.1000000000000014,0.2388298399784315
70,1.200000000000001,0.201386197392006
70,1.3000000000000007,0.1928769384908386
70,1.4000000000000004,0.16881889878638678
70,1.5,0.1341894736398906
70,1.6000000000000014,0.13181419323260238
70,1.700000000000001,0.11448700939220564
70,1.8000000000000007,0.10797077782412073
70,1.9000000000000004,0.08499622271529601
70,2,0.06221219254925516
70,2.1000000000000014,0.05242471822103313
70,2.200000000000001,0.04221688836043911
70,2.3000000000000007,0.06211503708411041
70,2.4000000000000004,0.03210091435261326
70,2.5,0.034737187527098534
70,2.6000000000000014,0.01698674155532035
70,2.700000000000001,0.03443555342373654
70,2.8000000000000007,0.013771596737120577
70,2.9000000000000004,0.016059087933945934
70,3,-7.743339222891117e-4
70,3.1000000000000014,0.018495215165267934
70,3.200000000000001,-0.00825444058669759
70,3.3000000000000007,-0.0014296707835940317
70,3.4000000000000004,-0.0036410090470592833
70,3.5,-0.01183606678038938
70,3.6000000000000014,-0.00897550138605891
70,3.700000000000001,0.0031512728169538233
70,3.8000000000000007,0.005275011157506102
70,3.9000000000000004,0.005594957466802853
70,4,0.019649344060360712
70,4.100000000000001,0.013791074031700074
70,4.200000000000001,-0.012058964177457755
70,4.300000000000001,-0.017901353652581085
70,4.4,-4.259854115016534e-4
70,4.5,-0.011085713855216514
70,4.600000000000001,-6.721865257468586e-4
70,4.700000000000001,0.008107287052668149
70,4.800000000000001,0.012277525854109466
70,4.9,-0.009188717357209702
70,5,0.0031002475561222554
70,5.100000000000001,0.003252893537835008
70,5.200000000000001,-0.0027583934238885215
70,5.300000000000001,-0.01780779951146351
70,5.4,-0.015959611219535597
70,5.5,-0.005456810771851212
70,5.600000000000001,-0.00531866695120785
70,5.700000000000001,-0.017148188724512427
70,5.800000000000001,0.0019125132501945036
70,5.9,0.014575402556108496
70,6,0.01975079070641642
70,6.100000000000001,-0.01631247620567548
70,6.199999999999999,-1.259029375133015e-4
70,6.300000000000001,0.01715529900928536
70,6.400000000000002,-0.009720714192161847
70,6.5,0.0028336262530285787
70,6.600000000000001,0.005969086304226832
70,6.699999999999999,-0.005000646612368292
70,6.800000000000001,-0.003852996670789273
70,6.900000000000002,0.0063879289812903755
70,7,-0.005162298836932853
70,7.100000000000001,-0.012364846401864138
70,7.199999999999999,-0.01900373989314317
70,7.300000000000001,0.009806037469099365
70,7.400000000000002,-0.00484759684610271
70,7.5,0.005023711908046772
70,7.600000000000001,0.00979740920054357
70,7.699999999999999,-0.015255824160850025
70,7.800000000000001,0.016858385831723766
70,7.900000000000002,8.512664008520366e-4
70,8,0.012783496584561698
70,8.100000000000001,-0.01021939355385293
70,8.2,-0.005000751276634511
70,8.3,-0.010532599490579225
70,8.400000000000002,-0.017551931700848962
70,8.5,0.0012260601114706165
70,8.600000000000001,-0.0017216226735886318
70,8.7,0.0013749597408943646
70,8.8,0.0047340900544624795
70,8.900000000000002,-0.0041344063169975066
70,9,0.004820979507654129
70,9.100000000000001,0.00555138312280887
70,9.200000000000003,0.007359037296850041
70,9.3,0.019439574293793994
70,9.400000000000002,-0.019539385614915826
70,9.5,0.016582752009854134
70,9.600000000000001,0.0025981437414886598
70,9.700000000000003,0.019627807699143986
70,9.8,0.005091887721791908
70,9.900000000000002,0.019993258835747856
70,10,-1.476844772686294e-6
80,-10,0.00487853677943349
80,-9.9,0.004924028385430576
80,-9.8,0.004691213825717572
80,-9.7,0.0079493153654039
80,-9.6,0.006848397022113227
80,-9.5,-0.010960748279467173
80,-9.4,0.013663672665134182
80,-9.3,0.01823923255316937
80,-9.2,-0.014473362686112023
80,-9.1,-0.015811784211545134
80,-9,-0.0067573522496946715
80,-8.9,-0.008605137029658235
80,-8.8,-0.011562260799100749
80,-8.7,-6.958089209906679e-4
80,-8.6,-0.004457344533838091
80,-8.5,-0.01381493655957249
80,-8.4,-0.00780945812337187
80,-8.3,-0.0044643084143173055
80,-8.2,0.014996832116142417
80,-8.1,0.004873894146807391
80,-8,-0.010766221562163976
80,-7.9,0.016889221988884255
80,-7.8,0.016617542792188564
80,-7.699999999999999,-0.018813721011279715
80,-7.6,-0.014592067591788035
80,-7.5,-0.0019355188294699714
80,-7.4,0.01006982318528979
80,-7.3,0.0030886871934538984
80,-7.199999999999999,0.006462491552347692
80,-7.1,-0.006642175393953354
80,-7,0.013954427668233408
80,-6.9,-0.009443387895373218
80,-6.8,0.002767263465744215
80,-6.699999999999999,-0.017063543663763357
80,-6.6,-0.016987287460861745
80,-6.5,0.004252440492377683
80,-6.4,0.016728871770411484
80,-6.3,0.016703768593741404
80,-6.199999999999999,-0.008221275182181112
80,-6.1,-0.019537109077948558
80,-6,-0.0025768063020805273
80,-5.8999999999999995,-0.0121769355326967
80,-5.8,-0.012327347832549974
80,-5.7,0.0029225241821903615
80,-5.6,0.00561089743727961
80,-5.5,0.003593010408109185
80,-5.3999999999999995,-0.012551142107913596
80,-5.3,0.006883101962907633
80,-5.199999999999999,-0.012713363217921972
80,-5.1,9.380948566272909e-4
80,-5,-0.0017182321819114357
80,-4.8999999999999995,-0.001222429099725383
80,-4.8,-0.002265484461444301
80,-4.699999999999999,0.008604180568054821
80,-4.6,-0.018592327303999692
80,-4.5,-0.01646071050439865
80,-4.3999999999999995,0.01419248763710213
80,-4.3,0.009489008084773081
80,-4.199999999999999,0.01649991080323753
80,-4.1,0.011228808898149296
80,-4,-0.015548330363709352
80,-3.8999999999999995,0.014130202815373992
80,-3.8,-0.016726258041797486
80,-3.6999999999999993,-0.01685749562039989
80,-3.5999999999999996,-0.00868345214350234
80,-3.5,-0.006499117267961166
80,-3.3999999999999995,0.015012030883929956
80,-3.3,-0.009139712945411169
80,-3.1999999999999993,0.002777423386326276
80,-3.0999999999999996,4.015946339320812e-4
80,-3,0.004768163407722502
80,-2.8999999999999995,0.028648816993969498
80,-2.8,-0.003205787315207322
80,-2.6999999999999993,0.038308924704449646
80,-2.5999999999999996,0.017726629954352795
80,-2.5,0.013907589409641577
80,-2.3999999999999995,0.04674403314882457
80,-2.3,0.05823801413207133
80,-2.1999999999999993,0.06733944647311269
80,-2.0999999999999996,0.06377086587218962
80,-2,0.05367296805128498
80,-1.9000000000000004,0.07658961064949896
80,-1.799999999999999,0.0842027245320852
80,-1.6999999999999993,0.09211003983692453
80,-1.5999999999999996,0.11174816105232474
80,-1.5,0.1325906406328594
80,-1.4000000000000004,0.1755863411878827
80,-1.299999999999999,0.19626720294205144
80,-1.1999999999999993,0.19731930051884147
80,-1.0999999999999996,0.21652417839550048
80,-1,0.2589362345896027
80,-0.9000000000000004,0.24722452528939512
80,-0.7999999999999989,0.28147162038095846
80,-0.6999999999999993,0.27685489629142973
80,-0.5999999999999996,0.30694280217953807
80,-0.5,0.32888570253188126
80,-0.3999999999999986,0.3370073321328323
80,-0.29999999999999893,0.32766073711789023
80,-0.1999999999999993,0.33518669813703994
80,-0.09999999999999964,0.35661377128937927
80,0,0.34049108471803957
80,0.10000000000000142,0.36058294848331895
80,0.20000000000000107,0.33625643806364625
80,0.3000000000000007,0.36514436868591965
80,0.40000000000000036,0.32749357721366074
80,0.5,0.3148275323809158
80,0.6000000000000014,0.29643684659705316
80,0.7000000000000011,0.29085047007286013
80,0.8000000000000007,0.268591159770345
80,0.9000000000000004,0.2777781429530766
80,1,0.22649336524115116
80,1.1000000000000014,0.20919272717133694
80,1.200000000000001,0.19010273298202515
80,1.3000000000000007,0.1774433059695886
80,1.4000000000000004,0.17867490346223439
80,1.5,0.14542981454958673
80,1.6000000000000014,0.14245211886891035
80,1.700000000000001,0.10854943716266349
80,1.8000000000000007,0.07686088130329773
80,1.9000000000000004,0.07212263427511122
80,2,0.06514224345319015
80,2.1000000000000014,0.07272823336502916
80,2.200000000000001,0.06149674875958844
80,2.3000000000000007,0.04740143731265138
80,2.4000000000000004,0.05388927133226329
80,2.5,0.045768699869654726
80,2.6000000000000014,0.007083987854942405
80,2.700000000000001,0.0012517215848288875
80,2.8000000000000007,0.00216828033403791
80,2.9000000000000004,3.749130429206108e-4
80,3,-0.002801216082146377
80,3.1000000000000014,0.008535904981891444
80,3.200000000000001,0.015745653987726378
80,3.3000000000000007,-0.009045920529255843
80,3.4000000000000004,0.023096738088182425
80,3.5,0.0015696935358545556
80,3.6000000000000014,0.0014541288621901312
80,3.700000000000001,0.013242937861457285
80,3.8000000000000007,0.00430514261266747
80,3.9000000000000004,-0.006979086916456368
80,4,0.011216231822144368
80,4.100000000000001,0.020390682721181077
80,4.200000000000001,-0.005848231220892104
80,4.300000000000001,-0.007321313462317929
80,4.4,-0.012390301849171994
80,4.5,-0.00958712730680496
80,4.600000000000001,-0.004145543595591217
80,4.700000000000001,-0.0025088618349576944
80,4.800000000000001,0.009092911800486166
80,4.9,0.008804675702704294
80,5,0.008316032563279304
80,5.100000000000001,0.012536881205104298
80,5.200000000000001,0.003679605852080467
80,5.300000000000001,-0.011965064912633577
80,5.4,0.01682190212399294
80,5.5,-0.006032265211218837
80,5.600000000000001,-0.012320047664845799
80,5.700000000000001,-0.011884367125044402
80,5.800000000000001,0.017053408998246623
80,5.9,0.01967153766228988
80,6,-0.012929699159125466
80,6.100000000000001,-2.4656155802630215e-4
80,6.199999999999999,-0.009041391042732709
